,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,,Flag
23,2019/4/24,良,66,201,45,35,1,26,0.6,39,,0
24,2019/4/25,优,38,43,8,18,2,14,0.23,77,,0
25,2019/4/26,优,44,78,18,28,2,16,0.28,84,,0
26,2019/4/27,良,56,209,37,39,2,25,0.41,57,,0
27,2019/4/28,良,64,276,46,24,2,22,0.47,61,,0
28,2019/4/29,轻度污染,135,359,101,48,2,34,0.84,68,,1
29,2019/4/30,良,94,307,38,100,1,23,0.41,67,,0
0,2019/5/1,优,42,64,12,36,2,25,0.26,71,,0
1,2019/5/2,良,59,129,22,57,2,35,0.34,82,,0
2,2019/5/3,良,82,287,50,91,6,42,0.57,97,,0
3,2019/5/4,良,90,321,49,86,6,27,0.5,122,,0
4,2019/5/5,良,56,156,21,54,1,14,0.24,81,,0
5,2019/5/6,优,43,115,17,37,2,23,0.28,73,,0
6,2019/5/7,良,52,163,22,50,2,30,0.3,76,,0
7,2019/5/8,良,68,276,43,82,4,43,0.47,70,,0
8,2019/5/9,良,66,215,37,67,2,36,0.46,83,,0
9,2019/5/10,良,94,306,51,99,5,46,0.64,97,,0
10,2019/5/11,轻度污染,117,346,70,99,5,38,0.84,123,,1
11,2019/5/12,中度污染,166,319,87,178,4,26,0.82,80,,1
12,2019/5/13,良,58,130,18,66,2,19,0.27,72,,0
13,2019/5/14,良,85,248,52,116,6,44,0.6,92,,0
14,2019/5/15,轻度污染,133,340,94,208,8,48,1.09,117,,1
15,2019/5/16,轻度污染,111,320,68,138,3,36,0.74,121,,1
16,2019/5/17,轻度污染,124,356,83,122,2,33,0.87,105,,1
17,2019/5/18,良,56,216,36,48,2,25,0.61,58,,0
18,2019/5/19,良,64,228,30,67,2,14,0.34,66,,0
19,2019/5/20,优,48,111,12,46,1,15,0.25,73,,0
20,2019/5/21,优,44,56,12,37,1,32,0.33,68,,0
21,2019/5/22,良,58,113,19,55,1,48,0.51,74,,0
22,2019/5/23,轻度污染,105,313,26,68,3,43,0.58,152,,1
23,2019/5/24,良,99,307,44,107,5,51,0.72,123,,0
24,2019/5/25,轻度污染,115,332,47,111,5,40,0.67,144,,1
25,2019/5/26,良,65,269,36,62,3,24,0.83,75,,0
26,2019/5/27,优,44,129,5,13,2,10,0.19,83,,0
27,2019/5/28,优,46,150,11,33,2,29,0.29,80,,0
28,2019/5/29,良,74,300,20,49,2,32,0.38,120,,0
29,2019/5/30,良,60,258,19,53,3,22,0.36,94,,0
30,2019/5/31,优,37,67,9,29,2,21,0.25,69,,0
0,2019/6/1,良,72,260,28,72,4,38,0.47,96,,0
1,2019/6/2,良,94,311,45,81,3,35,0.66,128,,0
2,2019/6/3,良,75,265,26,52,2,24,0.51,127,,0
3,2019/6/4,良,87,289,59,72,7,24,1.23,119,,0
4,2019/6/5,良,73,282,45,61,2,30,0.89,89,,0
5,2019/6/6,良,74,338,51,49,1,38,0.86,69,,0
6,2019/6/7,良,88,338,58,41,1,19,0.69,119,,0
7,2019/6/8,良,70,276,34,50,1,20,0.45,94,,0
8,2019/6/9,优,40,122,5,18,2,15,0.27,78,,0
9,2019/6/10,良,68,259,26,53,2,26,0.52,98,,0
10,2019/6/11,良,79,334,49,64,2,25,0.96,92,,0
11,2019/6/14,优,47,225,14,42,2,26,0.39,130,,0
12,2019/6/15,良,59,263,21,52,5,26,0.7,108,,0
13,2019/6/17,良,73,329,49,49,2,30,0.87,75,,0
14,2019/6/18,轻度污染,104,360,61,64,2,29,0.81,147,,1
15,2019/6/19,轻度污染,105,364,73,90,6,20,1.21,166,,1
16,2019/6/20,轻度污染,102,363,61,79,3,30,0.82,133,,1
17,2019/6/25,轻度污染,118,360,46,99,6,29,0.8,169,,1
18,2019/6/26,轻度污染,107,348,42,83,5,24,0.83,156,,1
19,2019/6/27,轻度污染,105,348,47,76,4,26,0.81,142,,1
20,2019/6/28,良,72,317,25,41,2,16,0.6,129,,0
21,2019/6/29,良,52,239,14,31,1,15,0.37,95,,0
22,2019/6/30,优,36,84,4,17,2,11,0.29,73,,0
0,2019/7/1,优,41,116,8,27,1,23,0.29,76,,0
1,2019/7/2,良,76,286,22,63,2,31,0.59,109,,0
2,2019/7/3,良,69,260,21,37,2,25,0.51,120,,0
3,2019/7/4,轻度污染,107,339,29,71,3,38,0.55,145,,1
4,2019/7/5,良,62,228,27,50,1,31,0.57,93,,0
5,2019/7/6,优,24,26,7,14,2,14,0.31,46,,0
6,2019/7/7,优,35,90,11,21,2,15,0.4,75,,0
7,2019/7/12,良,62,316,24,45,2,26,0.53,129,,0
8,2019/7/13,良,89,354,57,78,3,27,0.89,153,,0
9,2019/7/14,优,46,218,15,28,2,17,0.48,122,,0
10,2019/7/15,良,91,360,53,69,2,26,0.83,146,,0
11,2019/7/16,良,61,297,37,51,3,27,0.8,102,,0
12,2019/7/17,良,60,319,43,36,2,25,0.68,50,,0
13,2019/7/18,良,90,359,65,63,2,25,0.93,107,,0
14,2019/7/19,良,79,345,57,62,2,30,0.87,71,,0
15,2019/7/20,良,78,356,57,58,2,31,0.75,51,,0
16,2019/7/21,轻度污染,101,362,65,68,2,26,0.8,114,,1
17,2019/7/22,轻度污染,105,364,78,99,2,45,1.1,73,,1
18,2019/7/23,良,51,294,25,26,2,16,0.62,116,,0
19,2019/7/24,良,60,314,33,56,2,28,0.71,108,,0
20,2019/7/25,良,53,293,23,52,2,35,0.57,81,,0
21,2019/7/26,良,72,332,36,65,2,23,0.68,148,,0
0,2019/8/6,良,68,348,44,40,2,23,0.72,79,,0
1,2019/8/7,良,55,253,17,24,2,19,0.55,101,,0
2,2019/8/8,良,73,346,30,43,2,26,0.67,104,,0
3,2019/8/9,良,71,348,41,51,1,21,0.7,87,,0
4,2019/8/10,优,39,177,21,25,2,24,0.61,69,,0
5,2019/8/11,优,25,71,14,23,1,21,0.55,29,,0
6,2019/8/21,优,48,202,30,29,4,26,0.58,55,,0
7,2019/8/22,优,34,90,13,31,2,33,0.55,42,,0
8,2019/8/23,优,33,101,10,31,2,34,0.55,39,,0
9,2019/8/24,优,49,180,14,42,2,32,0.48,77,,0
10,2019/8/25,良,52,225,23,51,2,29,0.62,90,,0
11,2019/8/26,良,99,363,74,88,2,38,0.86,77,,0
12,2019/8/27,良,52,296,31,32,2,31,0.53,54,,0
13,2019/8/28,优,26,61,4,25,2,22,0.3,45,,0
0,2019/9/1,良,54,297,19,51,2,31,0.43,96,,0
1,2019/9/2,良,66,341,24,58,2,34,0.51,113,,0
2,2019/9/3,良,86,360,47,83,2,39,0.67,142,,0
3,2019/9/4,良,87,362,53,80,3,39,0.76,120,,0
4,2019/9/5,良,81,355,44,71,2,33,0.65,129,,0
5,2019/9/6,良,87,347,47,82,2,39,0.7,142,,0
6,2019/9/7,良,87,340,45,74,2,36,0.68,140,,0
7,2019/9/8,良,70,240,33,71,2,35,0.62,121,,0
8,2019/9/9,良,93,354,66,95,6,31,1.36,132,,0
9,2019/9/10,优,19,33,9,11,2,19,0.47,54,,0
10,2019/9/11,优,27,99,15,26,4,32,0.75,26,,0
11,2019/9/12,优,30,104,18,29,2,24,0.54,52,,0
12,2019/9/13,优,39,192,22,23,2,21,0.51,46,,0
13,2019/9/14,优,28,104,11,25,2,27,0.38,53,,0
14,2019/9/15,优,49,278,26,52,2,37,0.54,64,,0
15,2019/9/16,优,43,201,17,43,3,28,0.53,66,,0
16,2019/9/17,良,54,262,29,60,2,31,0.65,72,,0
17,2019/9/18,优,27,69,5,23,2,19,0.27,59,,0
18,2019/9/19,良,54,268,22,59,2,42,0.55,45,,0
19,2019/9/20,良,60,285,36,69,2,40,0.68,64,,0
20,2019/9/21,良,85,352,57,78,5,37,1.09,102,,0
21,2019/9/22,轻度污染,108,365,78,73,4,29,1.27,117,,1
22,2019/9/23,良,52,179,30,40,2,35,0.65,72,,0
23,2019/9/24,优,37,54,11,34,2,29,0.4,67,,0
24,2019/9/25,良,55,148,22,52,2,36,0.62,89,,0
25,2019/9/26,良,64,223,33,56,2,35,0.67,113,,0
26,2019/9/27,良,77,308,52,56,2,28,0.86,100,,0
27,2019/9/28,良,83,292,56,66,2,31,0.82,110,,0
28,2019/9/29,良,86,298,57,72,2,31,0.82,117,,0
29,2019/9/30,良,97,350,71,96,3,33,0.93,96,,0
0,2019/10/1,良,73,282,51,80,3,23,0.76,94,,0
1,2019/10/2,良,71,286,50,56,2,23,0.87,110,,0
2,2019/10/3,良,85,330,56,75,2,23,0.78,128,,0
3,2019/10/4,优,24,53,13,16,2,11,0.39,42,,0
4,2019/10/5,优,16,11,6,6,2,17,0.28,43,,0
5,2019/10/6,优,33,144,21,29,1,36,0.39,22,,0
6,2019/10/7,良,55,278,39,27,2,35,0.56,31,,0
7,2019/10/8,优,23,38,6,21,2,21,0.27,43,,0
8,2019/10/9,良,52,211,32,56,3,44,0.57,35,,0
9,2019/10/10,良,65,297,46,44,2,30,0.54,33,,0
10,2019/10/11,良,69,290,43,56,4,44,0.74,15,,0
11,2019/10/12,良,60,257,27,70,14,56,1.33,7,,0
12,2019/10/13,优,48,186,23,53,4,45,0.98,8,,0
13,2019/10/14,优,22,25,8,19,2,25,0.29,30,,0
14,2019/10/15,优,31,84,15,31,2,38,0.42,21,,0
15,2019/10/16,优,43,177,26,43,2,45,0.5,15,,0
16,2019/10/17,良,74,298,53,53,2,51,0.8,2,,0
17,2019/10/18,良,79,291,58,44,1,42,0.8,23,,0
18,2019/10/19,中度污染,160,358,121,84,2,57,1.21,16,,1
19,2019/10/20,轻度污染,140,347,84,123,2,42,0.78,25,,1
20,2019/10/21,优,47,94,16,52,2,43,0.52,21,,0
21,2019/10/22,良,73,228,42,96,2,59,0.86,20,,0
22,2019/10/23,轻度污染,103,314,77,120,3,67,1.07,39,,1
23,2019/10/24,良,95,308,70,82,2,55,0.98,20,,0
24,2019/10/25,优,21,48,7,18,2,22,0.3,38,,0
25,2019/10/26,优,45,172,28,51,3,46,0.57,16,,0
26,2019/10/27,良,71,267,52,78,3,57,0.78,15,,0
27,2019/10/28,轻度污染,131,303,28,172,2,21,0.33,44,,1
28,2019/10/29,良,63,195,30,81,3,52,0.6,19,,0
29,2019/10/30,良,82,199,53,114,3,73,0.83,11,,0
30,2019/10/31,良,66,133,37,85,3,59,0.95,25,,0
31,2019/10/31,良,66,133,37,85,3,59,0.95,25,,0
0,2019/11/1,良,60,149,26,69,5,52,0.81,18,,0
1,2019/11/2,良,51,117,27,50,2,51,0.68,6,,0
2,2019/11/3,良,53,146,32,46,3,33,0.59,18,,0
3,2019/11/4,良,70,244,49,59,2,46,0.85,13,,0
4,2019/11/5,良,67,198,44,59,3,43,0.79,20,,0
5,2019/11/6,良,68,204,44,70,2,58,0.7,10,,0
6,2019/11/7,优,47,120,25,50,2,38,0.52,25,,0
7,2019/11/8,良,61,187,37,72,3,56,0.8,10,,0
8,2019/11/9,轻度污染,111,287,80,93,2,65,1,8,,1
9,2019/11/10,良,80,230,36,86,2,25,0.43,44,,0
10,2019/11/11,优,48,83,16,51,2,41,0.48,25,,0
11,2019/11/12,良,76,231,51,93,5,74,0.92,7,,0
12,2019/11/13,优,50,146,9,59,2,13,0.23,51,,0
13,2019/11/14,良,52,154,25,58,5,50,0.63,12,,0
14,2019/11/15,良,64,176,35,78,6,52,0.92,9,,0
15,2019/11/16,良,67,166,47,80,8,52,1.29,6,,0
16,2019/11/17,轻度污染,137,324,55,185,5,37,0.93,22,,1
17,2019/11/18,良,76,235,19,103,2,17,0.3,40,,0
18,2019/11/19,良,53,140,19,61,2,31,0.37,32,,0
19,2019/11/20,良,87,286,59,121,7,68,0.93,7,,0
20,2019/11/21,轻度污染,118,339,89,157,8,77,1.59,3,,1
21,2019/11/22,中度污染,179,354,136,179,9,93,2.41,3,,1
22,2019/11/23,中度污染,183,341,138,143,6,72,1.65,16,,1
23,2019/11/24,优,31,62,7,31,2,11,0.23,51,,0
24,2019/11/25,优,28,82,12,28,3,31,0.37,20,,0
25,2019/11/26,良,62,252,38,74,5,58,0.78,6,,0
26,2019/11/27,优,25,39,7,21,2,24,0.29,39,,0
27,2019/11/28,良,58,246,34,63,9,56,0.91,9,,0
28,2019/11/29,良,79,290,57,77,7,64,1.04,3,,0
29,2019/11/30,良,82,292,58,26,2,38,0.74,27,,0
0,2019/12/1,优,29,40,11,29,4,17,0.34,52,,0
1,2019/12/2,优,26,20,9,24,2,22,0.33,41,,0
2,2019/12/3,优,43,71,15,44,3,38,0.46,33,,0
3,2019/12/4,优,33,42,12,31,3,35,0.44,38,,0
4,2019/12/5,优,37,64,21,38,4,37,0.69,27,,0
5,2019/12/6,良,69,227,48,65,4,57,0.87,9,,0
6,2019/12/7,良,71,182,51,68,4,61,0.89,11,,0
7,2019/12/8,中度污染,181,321,139,139,2,75,1.68,2,,1
8,2019/12/9,重度污染,231,347,181,180,2,87,2.03,3,,1
9,2019/12/10,轻度污染,136,284,103,115,3,52,1.48,24,,1
10,2019/12/11,优,20,8,6,15,2,22,0.31,39,,0
11,2019/12/12,优,35,29,18,35,3,45,0.57,20,,0
12,2019/12/13,优,44,37,22,48,4,40,0.68,26,,0
13,2019/12/14,优,28,14,13,26,3,43,0.45,22,,0
14,2019/12/15,良,68,174,48,74,9,68,1.23,4,,0
15,2019/12/16,良,92,277,68,51,2,66,1.3,1,,0
16,2019/12/17,优,22,7,11,18,2,15,0.33,46,,0
17,2019/12/18,优,28,33,18,26,2,36,0.48,25,,0
18,2019/12/19,优,26,39,12,24,2,25,0.41,36,,0
19,2019/12/20,优,33,60,18,32,3,46,0.57,16,,0
20,2019/12/21,良,63,191,44,58,5,61,0.88,8,,0
21,2019/12/22,良,84,232,62,77,6,68,1.14,7,,0
22,2019/12/23,良,66,173,47,57,5,41,1,28,,0
23,2019/12/24,轻度污染,109,275,82,76,4,55,1.33,8,,1
24,2019/12/25,良,82,238,61,59,3,39,0.98,25,,0
25,2019/12/26,优,43,101,15,45,2,31,0.43,32,,0
26,2019/12/27,良,68,185,37,85,3,59,0.9,8,,0
27,2019/12/28,轻度污染,102,278,75,117,9,71,1.59,6,,1
28,2019/12/29,轻度污染,128,305,93,114,5,58,1.52,22,,1
29,2019/12/30,优,35,34,7,35,2,9,0.32,49,,0
30,2019/12/31,优,33,39,20,34,5,37,0.53,21,,0
0,2020/1/1,良,52,97,33,54,6,48,0.79,9,,0
1,2020/1/2,良,69,132,49,78,7,62,1.19,8,,0
2,2020/1/3,良,69,128,49,71,7,63,1.19,13,,0
3,2020/1/4,良,60,100,42,66,7,58,1.07,19,,0
4,2020/1/5,良,86,186,63,79,7,65,1.39,5,,0
5,2020/1/6,良,78,238,57,32,2,48,0.99,15,,0
6,2020/1/7,优,21,9,12,18,3,21,0.39,54,,0
7,2020/1/8,优,27,17,15,23,3,29,0.43,45,,0
8,2020/1/9,优,47,98,33,37,5,49,0.73,22,,0
9,2020/1/10,优,41,99,28,35,5,36,0.64,38,,0
10,2020/1/11,优,20,20,10,19,3,23,0.36,45,,0
11,2020/1/12,优,28,41,18,26,6,34,0.48,31,,0
12,2020/1/13,优,21,7,10,20,4,17,0.37,52,,0
13,2020/1/14,优,25,16,16,24,3,30,0.41,40,,0
14,2020/1/15,良,64,141,46,55,6,56,0.88,12,,0
15,2020/1/16,良,59,171,43,49,6,48,0.93,28,,0
16,2020/1/17,良,91,216,67,75,11,65,1.43,12,,0
17,2020/1/18,重度污染,207,328,162,158,4,65,2.1,11,,1
18,2020/1/19,良,59,124,29,69,2,24,0.53,54,,0
19,2020/1/20,优,27,21,8,26,2,16,0.32,51,,0
20,2020/1/21,良,59,123,42,55,6,42,0.84,23,,0
21,2020/1/22,良,81,199,60,64,7,47,1,21,,0
22,2020/1/23,良,74,190,54,61,5,37,0.94,39,,0
23,2020/1/24,轻度污染,101,278,75,76,6,21,0.73,54,,1
24,2020/1/25,中度污染,186,316,142,158,9,32,0.96,43,,1
25,2020/1/26,中度污染,193,334,150,146,10,38,1.62,48,,1
26,2020/1/27,重度污染,209,354,160,138,10,37,1.83,55,,1
27,2020/1/28,重度污染,218,349,169,145,13,39,2.06,66,,1
28,2020/1/29,轻度污染,101,285,76,55,7,27,1.13,57,,1
29,2020/1/30,良,64,189,46,47,5,27,0.8,52,,0
30,2020/1/31,良,64,156,44,47,4,27,0.79,51,,0
0,2020/2/1,优,22,9,8,13,2,9,0.25,65,,0
1,2020/2/2,优,49,144,32,34,2,11,0.43,54,,0
2,2020/2/3,优,31,60,16,26,2,13,0.34,56,,0
3,2020/2/4,优,24,39,11,18,2,12,0.29,54,,0
4,2020/2/5,优,36,135,25,32,3,18,0.61,40,,0
5,2020/2/6,良,58,261,41,36,3,23,0.98,33,,0
6,2020/2/7,良,95,314,71,51,3,34,1.1,29,,0
7,2020/2/8,良,80,262,59,48,3,30,0.85,43,,0
8,2020/2/9,中度污染,157,342,119,107,4,42,1.35,34,,1
9,2020/2/10,中度污染,164,347,124,103,3,50,1.42,39,,1
10,2020/2/11,重度污染,229,365,180,141,8,55,2.33,51,,1
11,2020/2/12,严重污染,255,366,205,144,4,48,2.32,64,,1
12,2020/2/13,重度污染,250,365,200,143,3,47,2.18,33,,1
13,2020/2/14,良,77,281,56,36,2,18,0.91,43,,0
14,2020/2/15,优,20,61,6,10,2,4,0.21,64,,0
15,2020/2/16,优,21,58,3,8,2,4,0.2,67,,0
16,2020/2/17,优,21,25,6,13,1,11,0.24,61,,0
17,2020/2/18,优,25,18,16,22,2,32,0.48,35,,0
18,2020/2/19,良,74,285,54,49,9,38,1.15,39,,0
19,2020/2/20,轻度污染,143,338,109,75,6,29,1.43,49,,1
20,2020/2/21,轻度污染,130,337,85,99,2,22,0.91,42,,1
21,2020/2/22,优,23,10,7,16,2,10,0.23,70,,0
22,2020/2/23,良,54,111,38,48,4,35,0.6,38,,0
23,2020/2/24,良,85,257,61,86,8,39,0.98,35,,0
24,2020/2/25,良,71,212,50,76,9,26,0.89,51,,0
25,2020/2/26,良,52,156,36,46,5,22,0.55,54,,0
26,2020/2/27,优,40,118,28,32,3,24,0.46,40,,0
27,2020/2/28,良,69,333,51,49,2,21,0.54,39,,0
28,2020/2/29,轻度污染,118,352,88,60,2,31,1.24,17,,1
0,2020/3/1,优,39,130,23,21,2,19,0.88,43,,0
1,2020/3/2,优,34,87,22,26,3,27,0.5,44,,0
2,2020/3/3,优,33,106,16,21,2,9,0.32,66,,0
3,2020/3/4,优,23,42,9,15,2,9,0.25,65,,0
4,2020/3/5,良,51,205,36,46,4,26,0.48,49,,0
5,2020/3/6,轻度污染,109,349,81,79,4,42,0.83,40,,1
6,2020/3/7,良,85,281,62,44,2,20,0.66,63,,0
7,2020/3/8,轻度污染,130,331,99,61,2,28,1,36,,1
8,2020/3/9,良,72,282,53,33,2,23,0.76,39,,0
9,2020/3/10,优,33,85,10,30,2,15,0.28,56,,0
10,2020/3/11,优,43,84,27,48,3,42,0.52,31,,0
11,2020/3/12,优,43,82,21,42,2,25,0.42,52,,0
12,2020/3/13,优,29,43,9,21,2,12,0.3,67,,0
13,2020/3/14,优,37,77,8,37,2,13,0.29,64,,0
14,2020/3/15,优,34,35,6,31,2,11,0.24,71,,0
15,2020/3/16,良,60,198,24,70,2,21,0.38,57,,0
16,2020/3/17,良,54,131,30,60,2,34,0.47,54,,0
17,2020/3/18,良,97,320,39,123,4,36,0.47,48,,0
18,2020/3/19,优,44,110,7,45,2,8,0.23,79,,0
19,2020/3/20,良,60,153,30,71,3,37,0.41,47,,0
20,2020/3/21,良,70,229,26,92,8,22,0.53,70,,0
21,2020/3/22,良,62,226,28,74,3,25,0.39,71,,0
22,2020/3/23,良,52,162,28,57,3,32,0.43,59,,0
23,2020/3/24,良,67,249,47,64,11,37,0.88,65,,0
24,2020/3/25,中度污染,156,354,118,112,10,53,1.04,77,,1
25,2020/3/26,优,31,51,10,24,2,9,0.25,72,,0
26,2020/3/27,优,26,100,4,21,2,8,0.23,68,,0
27,2020/3/28,优,27,122,8,24,2,16,0.23,56,,0
28,2020/3/29,良,66,317,43,69,6,36,0.51,53,,0
29,2020/3/30,良,92,343,68,87,6,37,0.68,62,,0
30,2020/3/31,良,88,319,65,77,3,29,0.5,69,,0
0,2020/4/1,优,29,60,8,19,2,10,0.19,73,,0
1,2020/4/2,优,35,75,15,31,2,20,0.3,56,,0
2,2020/4/3,优,38,91,14,36,2,23,0.3,58,,0
3,2020/4/4,轻度污染,101,325,22,151,2,12,0.32,79,,1
4,2020/4/5,良,69,263,29,88,4,28,0.43,61,,0
5,2020/4/6,良,88,324,60,120,6,47,0.58,68,,0
6,2020/4/7,良,83,327,48,105,5,36,0.58,60,,0
7,2020/4/8,良,54,134,21,60,4,30,0.48,52,,0
8,2020/4/9,良,52,137,33,48,3,18,0.45,74,,0
9,2020/4/10,良,56,177,38,49,2,24,0.45,75,,0
10,2020/4/11,优,42,132,21,38,2,19,0.31,75,,0
11,2020/4/12,优,46,133,16,50,2,12,0.24,86,,0
12,2020/4/13,良,58,175,25,67,2,32,0.42,64,,0
13,2020/4/14,良,90,295,65,101,7,46,0.6,87,,0
14,2020/4/15,良,85,288,62,95,6,31,0.52,101,,0
15,2020/4/16,良,59,107,24,61,2,11,0.34,81,,0
16,2020/4/17,优,43,56,22,40,2,13,0.43,104,,0
17,2020/4/18,优,47,94,32,43,2,22,0.39,98,,0
18,2020/4/19,良,59,227,40,55,2,22,0.41,100,,0
19,2020/4/20,优,32,59,6,30,2,5,0.18,78,,0
20,2020/4/21,优,30,71,6,30,2,4,0.13,67,,0
21,2020/4/22,优,15,4,2,12,1,1,0.07,41,,0
22,2020/4/23,优,26,65,6,20,2,8,0.16,73,,0
23,2020/4/24,良,89,362,17,124,2,18,0.22,71,,0
24,2020/4/25,优,49,159,10,58,2,5,0.2,88,,0
25,2020/4/26,优,34,53,12,30,2,19,0.24,67,,0
26,2020/4/27,良,59,243,41,63,3,29,0.68,85,,0
27,2020/4/28,良,85,343,59,105,5,40,0.59,111,,0
28,2020/4/29,良,94,354,59,118,8,26,0.63,145,,0
29,2020/4/30,轻度污染,125,363,88,124,8,43,0.98,166,,1
0,2020/5/1,中度污染,154,363,109,133,6,42,1.08,168,,1
1,2020/5/2,良,86,337,55,83,3,20,0.61,138,,0
2,2020/5/3,良,78,281,57,63,4,25,1.11,71,,0
3,2020/5/4,良,52,191,35,51,4,26,0.77,33,,0
4,2020/5/5,良,64,322,46,48,2,28,0.56,48,,0
5,2020/5/6,良,97,361,72,65,3,30,0.72,100,,0
6,2020/5/7,良,96,359,72,68,8,34,1.27,76,,0
7,2020/5/8,良,57,327,41,21,2,19,1.01,68,,0
8,2020/5/9,优,47,271,33,29,2,25,0.63,46,,0
9,2020/5/10,良,53,207,19,60,2,17,0.4,51,,0
10,2020/5/11,良,92,352,17,117,2,9,0.2,76,,0
11,2020/5/12,良,87,337,17,125,2,13,0.25,82,,0
12,2020/5/13,轻度污染,117,362,39,184,3,33,0.49,90,,1
13,2020/5/14,良,77,324,36,94,4,24,0.53,117,,0
14,2020/5/15,良,59,249,40,53,2,21,0.58,90,,0
15,2020/5/16,良,62,252,41,58,2,25,0.63,59,,0
16,2020/5/17,良,65,254,17,81,2,29,0.3,40,,0
17,2020/5/18,优,41,116,10,45,2,12,0.2,62,,0
18,2020/5/19,优,47,134,13,45,1,20,0.23,87,,0
19,2020/5/20,优,49,153,18,43,3,19,0.4,116,,0
20,2020/5/21,良,93,353,69,66,5,25,1.26,97,,0
21,2020/5/22,良,66,308,45,35,2,19,0.82,87,,0
22,2020/5/23,优,22,16,5,12,3,12,0.28,67,,0
23,2020/5/24,优,29,56,8,19,2,18,0.29,82,,0
24,2020/5/25,优,29,91,9,26,2,27,0.31,49,,0
25,2020/5/26,优,28,81,9,18,2,17,0.24,75,,0
26,2020/5/27,优,30,57,8,20,2,12,0.27,83,,0
27,2020/5/28,良,69,301,36,60,4,32,0.68,105,,0
28,2020/5/29,良,83,337,57,81,9,29,1.22,137,,0
29,2020/5/30,良,86,355,55,76,5,22,0.95,118,,0
30,2020/5/31,优,28,39,11,13,2,14,0.3,77,,0
0,2020/6/1,优,48,217,18,55,3,30,0.4,81,,0
1,2020/6/2,良,56,266,22,69,2,25,0.35,96,,0
2,2020/6/3,轻度污染,144,354,43,221,2,31,0.34,83,,1
3,2020/6/4,优,42,194,8,41,3,20,0.28,78,,0
4,2020/6/5,优,44,219,11,38,3,17,0.49,104,,0
5,2020/6/6,良,62,281,21,55,5,25,0.63,119,,0
6,2020/6/7,良,87,330,30,88,5,34,0.67,143,,0
7,2020/6/8,轻度污染,101,353,57,119,4,31,0.65,141,,1
8,2020/6/9,良,70,334,36,89,6,26,0.79,84,,0
9,2020/6/10,良,87,349,54,67,2,20,0.81,116,,0
10,2020/6/11,良,71,334,47,71,3,28,0.65,122,,0
11,2020/6/12,良,74,353,30,53,2,22,0.58,150,,0
12,2020/6/13,良,86,358,52,89,3,26,0.75,131,,0
13,2020/6/14,优,35,188,6,24,2,12,0.22,101,,0
14,2020/6/15,良,55,293,13,49,2,26,0.33,112,,0
15,2020/6/16,良,93,362,34,107,11,30,0.86,147,,0
16,2020/6/17,良,67,343,20,84,2,19,0.44,119,,0
17,2020/6/18,良,59,339,23,58,2,20,0.49,114,,0
18,2020/6/19,良,55,302,23,42,2,18,0.45,121,,0
19,2020/6/20,良,77,326,36,77,3,18,0.58,147,,0
20,2020/6/21,良,75,329,35,73,3,19,0.55,147,,0
21,2020/6/22,良,83,362,49,83,3,21,0.71,144,,0
22,2020/6/23,良,69,347,44,62,3,21,0.76,114,,0
23,2020/6/24,优,34,167,19,28,2,14,0.45,98,,0
24,2020/6/25,优,47,250,32,34,2,19,0.6,87,,0
25,2020/6/26,优,41,230,27,31,2,17,0.55,100,,0
26,2020/6/27,轻度污染,101,360,65,65,2,21,0.85,137,,1
27,2020/6/28,良,89,362,57,54,2,17,0.88,137,,0
28,2020/6/29,优,43,266,28,38,2,26,0.54,82,,0
29,2020/6/30,优,38,187,15,25,2,16,0.38,103,,0
0,2020/7/1,良,69,324,24,52,2,26,0.5,125,,0
1,2020/7/2,优,44,243,27,32,2,15,0.72,124,,0
2,2020/7/3,良,67,349,49,38,2,16,0.89,94,,0
3,2020/7/4,良,64,342,44,42,2,20,0.61,103,,0
4,2020/7/5,优,39,229,22,29,2,19,0.46,92,,0
5,2020/7/6,优,42,247,17,27,2,17,0.43,105,,0
6,2020/7/7,优,32,164,13,24,2,19,0.34,85,,0
7,2020/7/8,良,61,314,30,47,4,21,0.65,114,,0
8,2020/7/9,优,44,240,28,30,2,15,0.59,88,,0
9,2020/7/10,良,63,327,45,39,2,19,0.7,75,,0
10,2020/7/11,轻度污染,110,361,82,59,2,22,1.05,69,,1
11,2020/7/12,轻度污染,116,365,88,58,2,22,1.23,78,,1
12,2020/7/13,良,72,361,50,49,2,21,0.93,78,,0
13,2020/7/14,优,50,275,31,43,2,19,0.65,97,,0
14,2020/7/15,良,56,293,30,43,2,19,0.54,110,,0
15,2020/7/16,良,71,334,47,72,2,21,0.66,126,,0
16,2020/7/17,良,66,338,47,60,2,19,0.61,94,,0
17,2020/7/18,良,59,332,42,32,3,15,0.61,76,,0
18,2020/7/19,优,48,316,28,24,2,16,0.49,66,,0
19,2020/7/20,良,71,349,33,57,2,25,0.61,116,,0
20,2020/7/21,良,63,331,33,62,2,20,0.55,126,,0
21,2020/7/22,良,80,352,41,59,3,22,0.75,137,,0
22,2020/7/23,良,62,332,29,52,2,27,0.63,114,,0
23,2020/7/24,良,55,295,24,43,2,24,0.54,125,,0
24,2020/7/25,良,66,320,26,62,2,35,0.58,115,,0
25,2020/7/26,优,42,225,24,37,2,16,0.53,97,,0
26,2020/7/27,良,76,358,55,37,2,19,0.76,69,,0
